EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1661,Kenna,Porter,19/03/2019,,BI Director,Christina Randall,kenna.porter@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,IT/IS,Finance & Accounting,16/05/1982,MA,Clerk,Male,91255,Hispanic,Divorced,Fully Meets,3
1662,Peter,Wong,25/11/2018,,BI Developer,William Lloyd,peter.wong@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,IT/IS,Engineers,04/11/1963,MA,Engineer,Female,19115,Hispanic,Married,Fully Meets,3
1663,Fatima,Pennington,10/04/2022,03/04/2023,BI Developer,Mrs. Jennifer Hughes,fatima.pennington@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone C,Full-Time,Retirement,IT/IS,Aerial,30/01/1961,MA,Lineman,Female,32063,Asian,Widowed,Fully Meets,3
1664,Lainey,Ayers,02/04/2021,,Area Sales Manager,Jordan Bennett,lainey.ayers@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,IT/IS,Splicing,10/09/1991,MA,Laborer,Male,2597,White,Single,Fully Meets,3
1665,Tania,Jennings,22/12/2019,,Area Sales Manager,Jonathan Taylor,tania.jennings@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,IT/IS,Project Management - Con,10/07/1963,MA,Coordinator,Male,30018,Black,Widowed,Fully Meets,3
1666,Kara,Ferrell,14/08/2021,,Area Sales Manager,Alexis Johns,kara.ferrell@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,IT/IS,General - Con,22/07/1978,OR,Locator,Male,38619,Black,Divorced,Fully Meets,3
1667,George,Sheppard,28/08/2018,,Senior BI Developer,Gloria Franklin,george.sheppard@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,Admin Offices,Splicing,19/03/1972,MA,Splicer,Male,62112,Black,Widowed,Fully Meets,3
1668,Taniyah,Mcmillan,10/07/2023,,Senior BI Developer,Eric Mcclain,taniyah.mcmillan@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,Admin Offices,Aerial,07/09/1947,MA,Laborer,Male,35842,Black,Single,Fully Meets,3
1669,Kole,Avila,18/09/2020,,Sales Manager,Olivia Barton,kole.avila@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,IT/IS,Field Operations,14/09/1961,MA,Executive Assistant,Male,78813,Asian,Divorced,Fully Meets,3
1670,Ernest,Munoz,18/07/2019,,Sales Manager,Bethany Norris,ernest.munoz@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,IT/IS,Splicing,06/11/1960,MA,Laborer,Female,4772,Other,Widowed,Fully Meets,3
1671,Rose,Jordan,21/11/2021,12/12/2021,Sales Manager,Anita Brown,rose.jordan@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Sales,Project Management - Con,10/10/1964,MA,Coordinator,Female,83162,White,Married,Fully Meets,3
1672,Amaris,Torres,08/03/2021,,CIO,Emily Chen,amaris.torres@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,IT/IS,Field Operations,26/05/1947,MA,Tester,Male,21426,Asian,Married,Fully Meets,3
1673,Titus,Lowe,21/08/2019,,BI Director,April Gallagher,titus.lowe@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,IT/IS,General - Con,07/11/1950,MA,Laborer,Female,74874,Other,Widowed,Fully Meets,3
1674,Savanah,Prince,30/04/2022,09/06/2023,BI Developer,Deborah White,savanah.prince@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone B,Full-Time,Involuntary,IT/IS,Wireline Construction,17/06/1946,MA,Laborer,Female,56043,Other,Married,Fully Meets,3
1675,Dawson,Pollard,03/02/2023,16/04/2023,Area Sales Manager,Crystal Garcia,dawson.pollard@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,IT/IS,Field Operations,02/11/1959,MA,Technician,Male,59192,Hispanic,Widowed,Fully Meets,3
1676,Moises,Day,08/05/2023,,Area Sales Manager,Jeremy Ewing,moises.day@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Unk,IT/IS,Catv,12/08/1963,MA,Foreman,Male,82767,Other,Widowed,Fully Meets,3
1677,Sadie,Sheppard,29/07/2022,,Area Sales Manager,Dillon Guerrero,sadie.sheppard@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,IT/IS,General - Con,22/11/1965,OR,Foreman,Female,44156,Other,Widowed,Fully Meets,3
1678,Soren,Coleman,18/11/2020,22/05/2021,Senior BI Developer,Barbara Boyd,soren.coleman@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Resignation,Admin Offices,Field Operations,28/03/1946,MA,Technician,Female,59433,Black,Widowed,Fully Meets,3
1679,Sage,Morris,16/05/2021,14/04/2022,Senior BI Developer,Susan Barrett,sage.morris@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Voluntary,Admin Offices,Engineers,14/12/1944,MA,Project Manager,Male,42691,Black,Widowed,Fully Meets,3
1680,Lillian,Steele,25/10/2019,16/10/2020,Senior BI Developer,Anthony Foster,lillian.steele@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Involuntary,IT/IS,General - Con,01/09/1976,MA,Laborer,Male,33673,Other,Divorced,Fully Meets,3
1681,Deanna,Meza,05/03/2023,04/05/2023,Sales Manager,Jennifer Cook,deanna.meza@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Retirement,IT/IS,Engineers,10/10/1974,MA,Engineer,Female,34659,White,Divorced,Fully Meets,3
1682,Troy,Todd,01/06/2021,,Sales Manager,Elizabeth Romero,troy.todd@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Unk,IT/IS,Aerial,29/12/1970,MA,Foreman,Female,65125,Black,Married,Fully Meets,3
1683,Beckett,Shea,22/01/2022,25/07/2022,Sales Manager,Rebecca Davis,beckett.shea@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Sales,Aerial,14/02/1988,MA,Lineman,Female,97969,Other,Married,Fully Meets,3
1684,Eve,Barker,09/07/2023,31/07/2023,CIO,Christopher Ayala,eve.barker@bilearner.com,WBL,Terminated for Cause,Contract,Zone A,Part-Time,Involuntary,IT/IS,Engineers,07/03/1963,MA,Engineer,Male,18894,Hispanic,Widowed,Fully Meets,3
1685,Lillie,Wilkerson,11/11/2018,27/05/2019,BI Director,Jeremy Wright,lillie.wilkerson@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,IT/IS,Aerial,26/06/1968,MA,Foreman,Female,16287,Black,Divorced,Fully Meets,3
1686,Alexis,Harrell,05/01/2021,18/06/2021,BI Developer,Jennifer Adams,alexis.harrell@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Retirement,IT/IS,Finance & Accounting,06/03/1954,MA,Intern,Male,63472,Black,Widowed,Fully Meets,3
1687,Mylee,Snow,25/11/2022,,Area Sales Manager,Charles Williamson,mylee.snow@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,IT/IS,Engineers,25/04/1967,MA,Drafter,Male,19801,White,Widowed,Fully Meets,3
1688,Elsa,Mckenzie,30/03/2020,21/07/2023,Area Sales Manager,James Black,elsa.mckenzie@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,IT/IS,Shop (Fleet),23/07/1956,OR,Mechanic,Male,34107,Other,Divorced,Fully Meets,3
1689,Kolby,Reed,02/01/2021,22/09/2022,Senior BI Developer,Wendy Palmer,kolby.reed@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Admin Offices,Field Operations,04/12/1985,MA,Technician,Male,35372,Other,Married,Fully Meets,3
1690,Kyler,Morales,26/02/2019,26/07/2019,Senior BI Developer,Tracy Price,kyler.morales@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Voluntary,Admin Offices,Yard (Material Handling),20/01/1942,MA,Administrative,Male,56249,Black,Widowed,Fully Meets,3
1691,Jasiah,Walton,06/10/2019,,Senior BI Developer,Ruth Cruz,jasiah.walton@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Unk,IT/IS,Project Management - Con,21/01/1946,MA,Technician,Male,77562,Black,Widowed,Fully Meets,3
1692,Urijah,Brandt,19/04/2020,30/07/2022,Sales Manager,William Hutchinson,urijah.brandt@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,IT/IS,Engineers,23/09/1943,MA,Engineer,Female,23764,Other,Widowed,Fully Meets,3
1693,Gianna,Pope,24/12/2022,,Sales Manager,Sharon Kim,gianna.pope@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,IT/IS,Field Operations,13/08/1985,MA,Tower Hand,Female,2558,Other,Single,Fully Meets,3
1694,Malia,Reynolds,09/04/2021,29/05/2021,CIO,Dennis Gardner,malia.reynolds@bilearner.com,TNS,Terminated for Cause,Part-Time,Zone A,Temporary,Resignation,IT/IS,Aerial,04/10/1961,MA,Foreman,Male,82773,Asian,Married,Fully Meets,3
1695,Claire,Gordon,04/09/2018,16/12/2022,BI Director,Jennifer Hernandez,claire.gordon@bilearner.com,SVG,Terminated for Cause,Contract,Zone C,Full-Time,Voluntary,IT/IS,Isp,13/11/1981,MA,Specialist,Female,20654,Other,Widowed,Fully Meets,3
1696,Joshua,Hall,07/11/2021,,BI Developer,Margaret Martinez,joshua.hall@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,IT/IS,General - Eng,16/09/1962,MA,Coordinator,Male,74846,Hispanic,Married,Fully Meets,3
1697,Mattie,Peters,24/05/2023,21/07/2023,BI Developer,Melanie Campbell,mattie.peters@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Retirement,IT/IS,General - Con,15/06/1987,MA,Foreman,Male,3758,Asian,Widowed,Fully Meets,3
1698,Makai,Nolan,15/02/2021,05/06/2021,Area Sales Manager,Deborah Beltran,makai.nolan@bilearner.com,EW,Active,Full-Time,Zone A,Part-Time,Resignation,IT/IS,Billable Consultants,14/11/1994,MA,Engineer,Male,5156,White,Married,Fully Meets,3
1699,Trevon,Briggs,03/11/2021,19/08/2022,Senior BI Developer,Justin Jordan,trevon.briggs@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Voluntary,Admin Offices,Executive,17/06/1993,MA,Manager,Male,64233,Hispanic,Married,Fully Meets,3
1700,Gretchen,Weeks,20/09/2018,,Senior BI Developer,Katherine Mccarthy,gretchen.weeks@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,IT/IS,Engineers,08/04/1958,MA,Engineer,Male,61270,Asian,Widowed,Fully Meets,3
1701,Corey,Hurst,23/07/2019,07/01/2023,Senior BI Developer,Jacob Brown,corey.hurst@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,IT/IS,Project Management - Con,06/11/1954,MA,Flagger,Male,36731,Other,Single,Fully Meets,3
1702,Alison,Pugh,12/05/2022,,Sales Manager,Bradley Sandoval,alison.pugh@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,IT/IS,Project Management - Con,08/09/1989,MA,Contracts,Female,49479,Other,Single,Fully Meets,3
1703,Kadence,Sandoval,03/10/2018,,Sales Manager,Mary Waters,kadence.sandoval@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,Sales,Aerial,23/02/1978,MA,Lineman,Female,26140,Other,Single,Fully Meets,3
1704,Mckenzie,Kim,26/11/2020,,CIO,Rachel Thomas,mckenzie.kim@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,IT/IS,Project Management - Con,21/06/1994,MA,Project Manager,Female,59091,Hispanic,Widowed,Fully Meets,3
1705,Randall,Miller,04/10/2018,,BI Director,David Kirk,randall.miller@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,IT/IS,Project Management - Con,16/05/1958,MA,Intern,Female,50425,Hispanic,Single,Fully Meets,3
1706,Lailah,Hughes,02/12/2020,25/02/2023,BI Developer,Christopher Fisher,lailah.hughes@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Involuntary,IT/IS,Aerial,03/04/1990,MA,Supervisor,Female,81407,Hispanic,Married,Fully Meets,3
1707,Quentin,Calderon,24/09/2021,20/07/2023,BI Developer,Charles Mcdonald,quentin.calderon@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Voluntary,IT/IS,Wireline Construction,20/03/1994,MA,Clerk,Male,93935,Asian,Married,Fully Meets,3
1708,Molly,Fischer,10/09/2020,22/05/2021,BI Developer,Bonnie Smith,molly.fischer@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Involuntary,IT/IS,Splicing,12/05/1990,MA,Associate,Male,65055,Asian,Widowed,Fully Meets,3
1709,Anaya,Stanton,25/05/2022,17/11/2022,Area Sales Manager,Whitney Roberts,anaya.stanton@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,IT/IS,General - Sga,22/03/1962,OR,Manager,Male,55354,Black,Married,Fully Meets,3
1710,Jaden,Houston,15/02/2019,09/12/2019,Senior BI Developer,Paige Eaton DDS,jaden.houston@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Resignation,Admin Offices,Field Operations,24/05/1971,MA,Technician,Male,46239,Black,Divorced,Fully Meets,3
1711,Lance,Bailey,28/09/2018,01/02/2023,Senior BI Developer,Johnny Stevens,lance.bailey@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,IT/IS,General - Con,21/04/1985,MA,Laborer,Male,43594,Other,Widowed,Fully Meets,3
1712,Quintin,Hicks,12/12/2018,,Senior BI Developer,Joanna Lewis,quintin.hicks@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,IT/IS,Engineers,29/02/1972,MA,Engineer,Female,72035,Black,Single,Fully Meets,3
1713,Mauricio,Meyers,01/12/2021,,Sales Manager,Isabella Cox,mauricio.meyers@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unk,IT/IS,General - Con,29/08/1990,MA,Flagger,Female,1218,Asian,Married,Fully Meets,3
1714,Tess,Reilly,12/01/2022,,Sales Manager,Nicholas Gomez,tess.reilly@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,Sales,Field Operations,20/04/2000,MA,Laborer,Female,5062,White,Married,Fully Meets,3
1715,Reece,Callahan,27/10/2020,28/09/2022,CIO,Monique Barnes,reece.callahan@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Involuntary,IT/IS,Aerial,10/01/1966,MA,Foreman,Female,86362,White,Divorced,Fully Meets,3
1716,Tyrell,Fuentes,02/11/2020,21/06/2022,BI Director,Steven Oliver,tyrell.fuentes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Involuntary,IT/IS,General - Con,19/03/1961,MA,Flagger,Female,21457,Asian,Widowed,Fully Meets,3
1717,Benjamin,Kaufman,24/04/2021,28/02/2023,BI Developer,Vicki Delgado,benjamin.kaufman@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,IT/IS,General - Con,26/11/1959,MA,Model Assistant,Male,49370,Asian,Widowed,Fully Meets,3
1718,Ayla,Mcgrath,29/06/2020,03/08/2023,BI Developer,Daryl Swanson,ayla.mcgrath@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,IT/IS,Field Operations,04/01/2001,MA,Driller,Male,17318,Other,Divorced,Fully Meets,3
1719,Katelyn,Stevens,15/07/2021,,BI Developer,James Johnson,katelyn.stevens@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Unk,IT/IS,Field Operations,10/05/1993,MA,Laborer,Male,93155,Hispanic,Widowed,Fully Meets,3
1720,Jaiden,Christian,20/06/2023,,Senior BI Developer,Juan Jackson,jaiden.christian@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,IT/IS,Field Operations,08/03/1965,MA,Laborer,Male,32840,Other,Single,Fully Meets,3
1721,Elliott,Odonnell,22/09/2019,10/11/2022,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Retirement,IT/IS,Finance & Accounting,25/11/1998,MA,Assistant,Male,46552,White,Divorced,Fully Meets,3
1722,Ronnie,Dillon,22/02/2022,,Senior BI Developer,John Smith,ronnie.dillon@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,IT/IS,Wireless,30/01/1968,MA,Groundman,Female,26893,Hispanic,Divorced,Fully Meets,3
1723,Gideon,Saunders,01/07/2020,26/06/2022,Sales Manager,Nicole Taylor,gideon.saunders@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Retirement,Sales,General - Eng,07/04/1969,MA,Coordinator,Female,34649,Black,Widowed,Fully Meets,3
1724,Valerie,Davis,13/05/2021,11/12/2021,CIO,Amanda Shaw MD,valerie.davis@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Retirement,IT/IS,Yard (Material Handling),20/10/1957,MA,Coordinator,Female,46050,Other,Divorced,Fully Meets,3
1725,Jamarcus,Thomas,30/05/2021,,BI Developer,Nancy Cruz,jamarcus.thomas@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Unk,IT/IS,Field Operations,29/09/1947,MA,Technician,Male,55738,Black,Divorced,Fully Meets,3
1726,Alden,Powers,04/07/2019,,BI Developer,Elizabeth Walker,alden.powers@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,IT/IS,Wireline Construction,21/01/1981,MA,Clerk,Male,71994,Asian,Single,Fully Meets,3
1727,Haylie,Arnold,31/05/2019,31/05/2022,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,IT/IS,General - Con,16/02/1996,MA,Foreman,Male,50024,Hispanic,Widowed,Fully Meets,3
1728,James,Cockel,13/03/2020,,Production Technician I,Yesenia Woodard,james.cockel@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Unk,Production       ,General - Con,11/01/1972,MA,Foreman,Male,2452,White,Divorced,Fully Meets,3
1729,Donna,Brill,06/01/2020,24/12/2020,Production Technician I,Michelle Henson,donna.brill@bilearner.com,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Production       ,General - Con,30/12/1946,MA,Foreman,Female,1701,Other,Divorced,Fully Meets,3
1730,Kristen,Squatrito,30/04/2023,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,General - Eng,10/06/1976,MA,Technician,Female,2359,White,Divorced,Fully Meets,3
1731,Erasumus,Monkfish,11/07/2021,08/02/2022,Production Technician II,Mark Smith,erasumus.monkfish@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Retirement,Production       ,Engineers,22/03/1947,MA,Engineer,Male,1450,Black,Divorced,Fully Meets,3
1732,May,Roberson,02/07/2021,13/12/2021,Production Technician II,Samantha Hancock,may.roberson@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Production       ,Fielders,13/04/1961,MA,Engineer,Female,1902,Hispanic,Widowed,Fully Meets,3
1733,Shana,Maurice,23/10/2019,03/12/2020,Production Technician I,Joshua Ward,shana.maurice@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,15/02/1950,MA,Laborer,Female,2330,Black,Married,Fully Meets,3
1734,Raul,Garcia,19/01/2019,,Production Technician I,Anthony Martinez,raul.garcia@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,Production       ,Field Operations,22/06/1942,MA,Driver,Male,1905,White,Widowed,Fully Meets,3
1735,Rachael,Baczenski,08/01/2021,14/01/2023,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Production       ,Shop (Fleet),08/04/1942,MA,Mechanic,Female,1902,White,Divorced,Fully Meets,3
1736,Enrico,Langton,29/01/2019,08/07/2022,Production Technician I,Jeffrey Thompson,enrico.langton@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Involuntary,Production       ,Field Operations,25/08/1955,MA,Technician,Male,2048,Other,Married,Fully Meets,3
1737,Colleen,Zima,27/10/2018,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,Production       ,General - Eng,26/02/1983,MA,Engineer,Female,1730,Hispanic,Widowed,Fully Meets,3
1738,Phil,Close,30/05/2023,05/07/2023,Production Technician II,Tami Fuentes,phil.close@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Production       ,General - Eng,17/11/1983,MA,Coordinator,Male,2169,White,Single,Fully Meets,3
1739,Hang T,Wolk,15/07/2019,01/05/2023,Production Technician II,Michael Farmer,hang t.wolk@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Production       ,Aerial,11/01/1982,MA,Laborer,Female,2302,Hispanic,Married,Fully Meets,3
1740,Lei-Ming,Nguyen,17/03/2020,02/08/2021,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,Production       ,General - Con,03/04/1963,MA,Laborer,Female,2132,Other,Married,Fully Meets,3
1741,Denisa S,Dobrin,16/09/2022,,Production Technician I,Katherine Costa,denisa s.dobrin@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unk,Production       ,General - Eng,11/01/1981,MA,Drafter,Female,2125,Asian,Single,Fully Meets,3
1742,Maryellen,Jackson,04/01/2021,,Production Technician I,Rebecca Bird,maryellen.jackson@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,Production       ,Wireline Construction,02/03/1971,MA,Laborer,Female,2081,Asian,Divorced,Fully Meets,3
1743,David,Gordon,30/11/2018,,Production Technician I,Sarah Mcdonald,david.gordon@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Splicing,03/06/2001,MA,Supervisor,Male,2169,Black,Single,Fully Meets,3
1744,Mei,Trang,24/07/2022,,Production Technician I,Teresa Murray,mei.trang@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Field Operations,05/05/1947,MA,Driller,Female,2021,Hispanic,Married,Fully Meets,3
1745,Lindsey,Langford,05/02/2022,,Production Technician II,Erin Castro,lindsey.langford@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,Production       ,Aerial,26/09/1989,MA,Foreman,Female,2090,Other,Widowed,Fully Meets,3
1746,Brad,Pitt,23/04/2020,07/01/2022,Production Technician I,Joshua Gonzalez,brad.pitt@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Voluntary,Production       ,General - Sga,06/04/1962,MA,Vp,Male,2451,Hispanic,Widowed,Fully Meets,3
1747,Susan,Good,23/06/2023,10/07/2023,Production Technician II,Mary Blackwell,susan.good@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,02/08/1992,MA,Splicer,Female,1886,White,Divorced,Fully Meets,3
1748,Ashley,Rose,13/01/2022,05/07/2022,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Retirement,Production       ,Underground,09/01/1973,MA,Laborer,Female,1886,White,Widowed,Fully Meets,3
1749,Kaeden,Gonzales,26/11/2020,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,Production       ,Field Operations,03/02/1964,MA,Project Manager,Female,70227,Hispanic,Divorced,Fully Meets,3
1750,Alissa,Frey,07/12/2018,,Production Technician I,Chase Swanson,alissa.frey@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Field Operations,11/04/1977,MA,Tower Hand,Female,3204,Other,Widowed,Fully Meets,3
1751,Presley,Steele,19/04/2023,,Production Technician I,Evan Durham,presley.steele@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,Production       ,General - Con,29/05/2001,MA,Lineman,Female,81228,Hispanic,Widowed,Fully Meets,3
1752,Boston,Avila,05/03/2022,08/04/2022,Production Technician I,Mario Johnson MD,boston.avila@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Resignation,Production       ,General - Con,04/11/1982,MA,Mechanic,Male,56894,White,Single,Fully Meets,3
1753,Rodolfo,Michael,20/06/2019,14/10/2019,Production Technician I,Kimberly Williams,rodolfo.michael@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Resignation,Production       ,Field Operations,07/03/1943,MA,Assistant,Male,42759,Black,Divorced,Fully Meets,3
1754,Felix,Fritz,13/09/2022,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,Production       ,Project Management - Con,18/11/1991,MA,Manager,Male,61961,Asian,Single,Fully Meets,3
1755,Amira,Mcmillan,02/01/2019,,Production Technician I,Duane Anderson,amira.mcmillan@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,General - Con,05/10/1994,MA,Foreman,Male,45449,Other,Widowed,Fully Meets,3
1756,Annabelle,Graham,06/06/2022,,Production Technician I,David Cooper,annabelle.graham@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,Splicing,25/03/1961,MA,Operator,Male,32636,Black,Widowed,Fully Meets,3
1757,Leia,Mccann,09/01/2020,,Production Technician I,Rebecca Conway,leia.mccann@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Finance & Accounting,01/02/1985,MA,Director,Female,74346,White,Widowed,Fully Meets,3
1758,Henry,Gray,03/01/2019,,Production Technician I,Melissa Chavez,henry.gray@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,Production       ,Splicing,22/05/1958,MA,Administrator,Male,61791,White,Single,Fully Meets,3
1759,Jose,Houston,23/01/2021,23/10/2022,Production Technician I,Patricia Newman,jose.houston@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Retirement,Production       ,General - Con,11/12/1947,MA,Coordinator,Male,40003,White,Married,Fully Meets,3
1760,Janessa,Mcconnell,08/02/2020,04/05/2020,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Voluntary,Production       ,General - Con,20/08/1993,MA,Foreman,Male,93320,Hispanic,Single,Fully Meets,3
1761,Samson,Ellis,29/10/2021,02/08/2022,Production Technician I,Sara Golden,samson.ellis@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Production       ,Field Operations,16/05/1961,MA,Technician,Female,97689,Other,Married,Fully Meets,3
1762,Lauren,Kent,04/07/2023,12/07/2023,Production Technician I,Roger Reed,lauren.kent@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Production       ,Wireless,19/02/2001,MA,Foreman,Female,37569,White,Divorced,Fully Meets,3
1763,Mckenzie,Mack,06/04/2023,,Production Technician I,Debra Boyer,mckenzie.mack@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Engineers,13/01/1950,MA,Model Assistant,Female,11574,Asian,Widowed,Fully Meets,3
1764,Donavan,Chavez,17/01/2023,,Production Technician I,Robert Rios,donavan.chavez@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Engineers,02/01/1949,MA,Engineer,Female,18917,Black,Married,Fully Meets,3
